,About,address,No. of Employees,Last funding type,IPO status,website,Contacts ,Employee Profiles ,Total Products Active ,Downloads Last 30 Days ,Active Tech Count ,Monthly Visits ,Monthly Visits Growth 
1,"miniOrange is a cloud based platform which provides SSO, 2FA, Fraud Prevention and Cloud/Network Security.","New York, New York, United States",11-50,Private,www.miniorange.com/,"128,930",2,1,28,943,45,"168,630",-5.28%
